seed,dimension,tau,splits,mmd,base_mc,base_nll,mc,nll
15,5,5,3,0,58.589380242352924,5.264824534039635,54.17368696427488,5.12388903430569
15,8,0.1,1,0.25393391175964264,71.62835909031321,5.394851257573956,69.46285492170776,5.374892918653795
15,8,0.1,3,0.25393391175964264,71.62835909031321,5.394851257573956,65.67888452022532,5.343743019911033
15,8,1,1,0.27189612716517003,75.47540309370395,5.423222635890557,73.2674610774489,5.396723366084507
15,8,1,3,0.27189612716517003,75.47540309370395,5.423222635890557,68.6791839038585,5.359845365154787
15,8,5,1,0.12992760777407644,86.05575396686268,5.627236166695221,83.10633844206859,5.530264407127269
15,8,5,3,0.12992760777407644,86.05575396686268,5.627236166695221,80.1257531738087,5.491231951814193
16,3,0.1,1,0.5038104282675636,24.861639670935862,5.069972176562346,21.814113780648572,5.210911839134646
16,3,0.1,3,0.5038104282675636,24.861639670935862,5.069972176562346,21.137063233520653,6.660386177227477
16,3,1,1,0.49601890818163535,24.396827023900755,5.234421357625773,19.215965682358817,5.328662494213096
16,3,1,3,0.49601890818163535,24.396827023900755,5.234421357625773,16.979462640995038,5.957684375644423
16,3,5,1,0,26.464701890196622,4.558123942586984,25.04705439838742,4.414489905717483
16,3,5,3,0,26.464701890196622,4.558123942586984,24.0598225960481,4.345132975872284
16,5,0.1,1,0.3563910739756605,46.5242944101089,5.1846223317858025,44.42185486535852,5.135990098278178
16,5,0.1,3,0.3563910739756605,46.5242944101089,5.1846223317858025,37.51611067329376,5.0997328556484804
16,5,1,1,0.3245184781838973,47.000882576635966,5.091271036093074,43.43781834003698,5.030614000413875
16,5,1,3,0.3245184781838973,47.000882576635966,5.091271036093074,36.84761204934204,4.868964603341859
16,5,5,1,0.05360477407210505,66.43590096728893,5.305898176426287,65.05275227265138,5.267893230872754
16,5,5,3,0.05360477407210505,66.43590096728893,5.305898176426287,59.44072472641258,5.116755221988651
16,8,0.1,1,0.21670454410484144,66.1781260921922,5.372770873509021,64.42723911220281,5.341993075347309
16,8,0.1,3,0.21670454410484144,66.1781260921922,5.372770873509021,62.045299664307684,5.305625214498521
16,8,1,1,0.24610763601180763,66.16312931225207,5.318977570967045,62.663809255450516,5.278702203712882
16,8,1,3,0.24610763601180763,66.16312931225207,5.318977570967045,60.1910086700556,5.23434500850767
16,8,5,1,0.139485517137861,85.61975756634956,5.711078147995243,82.7440870979629,5.59638664778795
16,8,5,3,0.139485517137861,85.61975756634956,5.711078147995243,80.11195075193227,5.570750507989663
17,3,0.1,1,0.47517011835914397,23.069065418740355,6.206347671042955,20.21290987950091,6.925643803939185
17,3,0.1,3,0.47517011835914397,23.069065418740355,6.206347671042955,20.0019129888353,7.292772300810261
17,3,1,1,0.4109771696533349,27.512811900635146,4.762921531924236,22.919427157120825,4.952880422209475
17,3,1,3,0.4109771696533349,27.512811900635146,4.762921531924236,20.98935226783132,5.786015686528264
17,3,5,1,0.0461459270220076,31.523261631930236,4.569436224242304,30.032795936524472,4.465361487205097
17,3,5,3,0.0461459270220076,31.523261631930236,4.569436224242304,28.865301524998145,4.417716296011273
17,5,0.1,1,0.2271538739234851,38.44142944675111,5.5744743661347735,37.496559306918094,5.447724826392084
17,5,0.1,3,0.2271538739234851,38.44142944675111,5.5744743661347735,35.07302991385761,5.481676337053068
17,5,1,1,0.2628156410993534,40.44038959315429,5.411399023995266,37.18698812806644,5.355604421855611
17,5,1,3,0.2628156410993534,40.44038959315429,5.411399023995266,34.01313914355295,5.187149636112697
17,5,5,1,0.11776084471801196,56.933792759484085,5.23443919783457,54.25109066982149,5.1237594522323855
17,5,5,3,0.11776084471801196,56.933792759484085,5.23443919783457,52.09493644193104,5.080091569013058
17,8,0.1,1,0.24732019554108348,68.81720285967948,5.544047312394459,67.8513949008112,5.4815632764783
17,8,0.1,3,0.24732019554108348,68.81720285967948,5.544047312394459,69.38791550277337,5.496389404917018
17,8,1,1,0.2803067200634918,71.19478431483131,5.419256688027225,69.60709399501316,5.379749581398766
17,8,1,3,0.2803067200634918,71.19478431483131,5.419256688027225,66.52113717717587,5.323298171993198
17,8,5,1,0.13661876158707192,78.45858168947672,5.6390974321806775,77.4019110504495,5.63636532371372
17,8,5,3,0.13661876158707192,78.45858168947672,5.6390974321806775,75.31352552624489,5.656483844611651
18,3,0.1,1,0.33890041996312936,18.4740014416442,5.707519669847246,16.93037881249598,6.357319321831406
18,3,0.1,3,0.33890041996312936,18.4740014416442,5.707519669847246,17.016639042670587,7.190673386062431
18,3,1,1,0.35209086175939075,18.953579844325567,5.237979957000377,18.07786115736647,5.458456380089077
18,3,1,3,0.35209086175939075,18.953579844325567,5.237979957000377,16.967084710306903,6.210862023302591
18,3,5,1,0,30.563757360474632,4.572581219540706,29.712312560427264,4.535189187556147
18,3,5,3,0,30.563757360474632,4.572581219540706,28.281576406484874,4.455011839017686
18,5,0.1,1,0.3630818640668841,44.79382196365203,5.338464262178434,41.0887026897181,5.295946265192427
18,5,0.1,3,0.3630818640668841,44.79382196365203,5.338464262178434,35.94006179190301,5.278829719525456
18,5,1,1,0.36237743762192437,49.959749748469704,5.188744275435175,44.256946827506525,5.051894759564704
18,5,1,3,0.36237743762192437,49.959749748469704,5.188744275435175,40.55671192148784,4.995673396568089
18,5,5,1,0.09028781258939726,53.67455470293876,5.4381233043516835,49.959435971080744,5.151790856488187
18,5,5,3,0.09028781258939726,53.67455470293876,5.4381233043516835,47.18403030364637,5.065014532988692
18,8,0.1,1,0.27869163349478215,65.98285527910585,5.52459291221596,64.78494623986217,5.494589607500525
18,8,0.1,3,0.27869163349478215,65.98285527910585,5.52459291221596,61.30473764311242,5.452596432118282
18,8,1,1,0.28703679067885035,69.64753297852326,5.522881971824183,68.41459918832373,5.490043095398051
18,8,1,3,0.28703679067885035,69.64753297852326,5.522881971824183,65.06647246313845,5.388742285963639
18,8,5,1,0.13375781254336863,84.99902396051921,5.51539935496912,82.90172920566444,5.461194683370639
18,8,5,3,0.13375781254336863,84.99902396051921,5.51539935496912,80.22103400097919,5.425773260453541
19,3,0.1,1,0.3250392646947587,18.3933720588981,7.650615834567278,15.869129715875331,9.958181830325518
19,3,0.1,3,0.3250392646947587,18.3933720588981,7.650615834567278,15.405118312700372,10.485620031659467
19,3,1,1,0.2822827767241826,27.3255221959552,4.904008766766877,22.87107554654986,5.0261526321373475
19,3,1,3,0.2822827767241826,27.3255221959552,4.904008766766877,22.27394274209085,5.242551109833928
19,3,5,1,0,31.27620033560251,4.570210264423548,30.50837345163421,4.54471073998621
19,3,5,3,0,31.27620033560251,4.570210264423548,29.03178683036997,4.490822007475859
19,5,0.1,1,0.36072772727744556,41.340187108616874,5.540736925054219,39.14048092355309,5.40253673055664
19,5,0.1,3,0.36072772727744556,41.340187108616874,5.540736925054219,35.30996185104399,5.445775847687363
19,5,1,1,0.293475152923217,45.19164600040658,5.074060474257652,41.91789385444842,4.99969666290739
19,5,1,3,0.293475152923217,45.19164600040658,5.074060474257652,37.91693578724548,5.060916755417092
19,5,5,1,0.06732967995644863,66.77887230944722,5.293655390161478,63.244389187568856,5.191219812421215
19,5,5,3,0.06732967995644863,66.77887230944722,5.293655390161478,60.07830840394412,5.12259724265242
19,8,0.1,1,0.2879428331277397,63.82090979017316,5.591351870011016,62.360297138704226,5.535782069636589
19,8,0.1,3,0.2879428331277397,63.82090979017316,5.591351870011016,59.422273263532205,5.479191502491974
19,8,1,1,0.26263213173388217,72.93732760353136,5.497800779683177,70.9894942309653,5.444361671346508
19,8,1,3,0.26263213173388217,72.93732760353136,5.497800779683177,67.24066005249085,5.45241585904733
19,8,5,1,0.09248879109745058,82.75604116116115,5.58233173749349,80.08321769965771,5.4928704897167435
19,8,5,3,0.09248879109745058,82.75604116116115,5.58233173749349,77.43377366424608,5.437519725383357
20,3,0.1,1,0.4831525984511243,19.15324020102883,5.673348930573329,17.63403092875016,5.776094375709732
20,3,0.1,3,0.4831525984511243,19.15324020102883,5.673348930573329,15.690616482624089,6.200293179540727
20,3,1,1,0.18699389385829043,22.80867722778643,4.948909910825302,23.19565051517312,5.061735534663318
20,3,1,3,0.18699389385829043,22.80867722778643,4.948909910825302,18.52843792635594,5.100034869382498
20,3,5,1,0.0831312423486038,30.367903147963073,4.601998822734813,29.283773230025286,4.513205898318606
20,3,5,3,0.0831312423486038,30.367903147963073,4.601998822734813,27.77937509477671,4.467627183355029
20,5,0.1,1,0.07459508352695232,37.79679130141948,5.165748259088723,36.88134033513504,5.146829749065474
20,5,0.1,3,0.07459508352695232,37.79679130141948,5.165748259088723,35.310420318439064,5.071742729356346
20,5,1,1,0.09884686282136435,41.477548022608985,5.1795850269349,40.66080273798007,5.110112714291789
20,5,1,3,0.09884686282136435,41.477548022608985,5.1795850269349,39.26520153454069,5.006898759013054
20,5,5,1,0.09103753875354079,54.30913418958792,5.272032810268543,53.80221334144992,5.2353756171810595
20,5,5,3,0.09103753875354079,54.30913418958792,5.272032810268543,53.15210293483463,5.1806453083058726
20,8,0.1,1,0.3144645039948008,62.680017508550264,5.754123826375029,61.47111380003503,5.649784691837166
20,8,0.1,3,0.3144645039948008,62.680017508550264,5.754123826375029,58.47618908187847,5.5400461266646515
20,8,1,1,0.2968413106644871,65.00666776966634,5.458689566209401,63.41222230352467,5.418677034617767
20,8,1,3,0.2968413106644871,65.00666776966634,5.458689566209401,60.02457911145266,5.35083419961885
20,8,5,1,0.17839967609669347,80.62498293220405,5.579072482749461,76.96029676924266,5.447670137065897
20,8,5,3,0.17839967609669347,80.62498293220405,5.579072482749461,73.81564286496844,5.389410221285095
21,3,0.1,1,0.4825224861058563,25.455804382746585,5.284683523299085,21.03199669897234,6.173108347760396
21,3,0.1,3,0.4825224861058563,25.455804382746585,5.284683523299085,22.134137597332433,4.782979192272784
21,3,1,1,0.4737429312352734,25.995865103347423,5.2311691125978985,19.81845087896541,5.182313690329201
21,3,1,3,0.4737429312352734,25.995865103347423,5.2311691125978985,19.414002670740853,5.774753603850097
21,3,5,1,0.08508493219923204,27.85639140735428,4.746093140313706,26.171768631203715,4.50312968934262
21,3,5,3,0.08508493219923204,27.85639140735428,4.746093140313706,23.327128990629852,4.295207265893739
21,5,0.1,1,0.26155019470660956,46.16805185105594,5.14498602141822,42.20292883033161,5.182785209048639
21,5,0.1,3,0.26155019470660956,46.16805185105594,5.14498602141822,39.53727202037138,5.0618369851353995
21,5,1,1,0.23189657483734116,47.635636493862066,5.1395933045426565,43.44236852394401,5.115580942111815
21,5,1,3,0.23189657483734116,47.635636493862066,5.1395933045426565,40.09181877551227,5.022463442820827
21,5,5,1,0.11666806381977833,63.27613769711376,5.286303688548975,62.06311338838781,5.2658688564265
21,5,5,3,0.11666806381977833,63.27613769711376,5.286303688548975,60.977103408595696,5.223806193978505
21,8,0.1,1,0.3008137250862334,68.1110073629059,5.548376286333033,66.33544939868338,5.527160106491906
21,8,0.1,3,0.3008137250862334,68.1110073629059,5.548376286333033,62.88681739714421,5.437623532843865
21,8,1,1,0.27876484257817724,68.98066755238281,5.49365157507097,67.1578580378374,5.467419888002144
21,8,1,3,0.27876484257817724,68.98066755238281,5.49365157507097,61.43565232626715,5.41036175116866
21,8,5,1,0.17013158530611638,85.04158065602464,5.496915808706774,82.79830085109332,5.44829736606342
21,8,5,3,0.17013158530611638,85.04158065602464,5.496915808706774,77.95177188936579,5.377715886837535
22,3,0.1,1,0.43590031058731893,21.32792238285352,6.221008083689002,19.20625346509297,6.160420275875102
22,3,0.1,3,0.43590031058731893,21.32792238285352,6.221008083689002,12.941172533679898,7.597564089935098
22,3,1,1,0.3655745360294956,26.618396190603463,5.059538173091934,23.008208579996335,4.873904660471071
22,3,1,3,0.3655745360294956,26.618396190603463,5.059538173091934,18.582893048121004,4.71742644140163
22,3,5,1,0,29.242243218750048,4.628581392549114,27.49147032392851,4.477105998800854
22,3,5,3,0,29.242243218750048,4.628581392549114,25.78152418916367,4.376871284825205
22,5,0.1,1,0.17752579600554538,42.92947334115453,5.2974557422084825,41.07547303765015,5.216738908054809
22,5,0.1,3,0.17752579600554538,42.92947334115453,5.2974557422084825,40.39652700974554,5.42776624363005
22,5,1,1,0.20921184736429135,45.34688228926584,5.11976292376581,43.201167168812496,5.083211591781797
22,5,1,3,0.20921184736429135,45.34688228926584,5.11976292376581,47.37851097692121,5.087147180100641
22,5,5,1,0.11640857606944714,51.67626416652818,5.059854512014356,50.41233362686988,5.027321720243472
22,5,5,3,0.11640857606944714,51.67626416652818,5.059854512014356,46.13544982392516,4.898936610761317
22,8,0.1,1,0.25910715163904247,66.70047505612845,5.593447991829929,64.42517210210923,5.5323679348283346
22,8,0.1,3,0.25910715163904247,66.70047505612845,5.593447991829929,65.79991117225121,5.556066649010065
22,8,1,1,0.2464519567865875,69.68493061506571,5.525621670867509,68.13256628731595,5.484878050550453
22,8,1,3,0.2464519567865875,69.68493061506571,5.525621670867509,64.5696106650672,5.40576454994387
22,8,5,1,0.09413388572277807,84.90056262014808,5.612302403195474,82.9347596559064,5.572903234498087
22,8,5,3,0.09413388572277807,84.90056262014808,5.612302403195474,79.41718827793817,5.5020593584920885
23,3,0.1,1,0.3072894570155515,23.846824274781852,5.348121509260548,26.708512225501902,4.982149489209411
23,3,0.1,3,0.3072894570155515,23.846824274781852,5.348121509260548,22.69156865209002,5.928937940133056
23,3,1,1,0.4756668416202122,25.577684612308808,5.2422031404973435,26.060581633178465,4.955705324288192
23,3,1,3,0.4756668416202122,25.577684612308808,5.2422031404973435,24.813348348286524,4.942691940243299
23,3,5,1,0,24.871651400838168,4.663937755641291,22.784756496281773,4.36486677991196
23,3,5,3,0,24.871651400838168,4.663937755641291,20.880261954347656,4.271508916807147
23,5,0.1,1,0.35981187920924645,48.29196321362795,5.157100792519543,45.13844094776598,5.117377072682821
23,5,0.1,3,0.35981187920924645,48.29196321362795,5.157100792519543,38.08432750976313,5.0516809021615625
23,5,1,1,0.30833776577985506,53.75600695041345,5.155334932083337,49.83823279004967,5.039333046728768
23,5,1,3,0.30833776577985506,53.75600695041345,5.155334932083337,41.335953665771946,4.913673539788353
23,5,5,1,0.056709972987248315,58.49798827373503,5.31453845578242,55.98497826044518,5.194104023433697
23,5,5,3,0.056709972987248315,58.49798827373503,5.31453845578242,53.224703518051676,5.116812009263912
23,8,0.1,1,0.23197999841578743,68.11033760898502,5.36829638097513,66.46938313918486,5.349498963578339
23,8,0.1,3,0.23197999841578743,68.11033760898502,5.36829638097513,68.59774470816764,5.378266137264134
23,8,1,1,0.26639654960386916,71.22951121702583,5.339718138943124,69.64232942866687,5.313091979674599
23,8,1,3,0.26639654960386916,71.22951121702583,5.339718138943124,65.8679670056032,5.252615742370155
23,8,5,1,0.13440330471430598,84.034519641973,5.821164330019531,91.38874645166081,6.218349882875686
23,8,5,3,0.13440330471430598,84.034519641973,5.821164330019531,88.78071696156006,6.110168421383763
24,3,0.1,1,0.39555828964511053,16.59654168253909,6.220535112818372,16.363822264635207,6.080446761865242
24,3,0.1,3,0.39555828964511053,16.59654168253909,6.220535112818372,13.480908311424495,8.464054925096313
24,3,1,1,0.30391848285213674,23.007519106330285,5.273508942489219,19.84055422171483,5.390894688288342
24,3,1,3,0.30391848285213674,23.007519106330285,5.273508942489219,18.061234167579997,5.841499843350856
24,3,5,1,0.086229787528509,28.812333865835758,4.5615846494926835,27.76908127009301,4.473608190392203
24,3,5,3,0.086229787528509,28.812333865835758,4.5615846494926835,26.058881067245647,4.359567732072171
24,5,0.1,1,0.32061030303135624,43.635894826792864,5.594451571287239,40.778795314610015,5.428004881905359
24,5,0.1,3,0.32061030303135624,43.635894826792864,5.594451571287239,35.36443613336847,5.5637625894059415
24,5,1,1,0.31201185282720617,48.20646373268753,5.247731315621371,45.41435472904077,5.200361397660799
24,5,1,3,0.31201185282720617,48.20646373268753,5.247731315621371,39.94572429406882,5.420146115197494
24,5,5,1,0.09824750031932786,57.1144906374503,5.3205937425123135,55.196264547011346,5.2281275302033325
24,5,5,3,0.09824750031932786,57.1144906374503,5.3205937425123135,52.442722601172974,5.121419402602167
24,8,0.1,1,0.27171907415575,67.1960844771942,5.557027583372058,66.01880198741888,5.505211084812269
24,8,0.1,3,0.27171907415575,67.1960844771942,5.557027583372058,63.968580426561445,5.390838944893675
24,8,1,1,0.267011788242402,70.63533189403776,5.526411335201852,69.90806351320195,5.475248166546793
24,8,1,3,0.267011788242402,70.63533189403776,5.526411335201852,67.99645756254121,5.467808252617684
24,8,5,1,0.16652199526753841,86.40925082837806,5.618654891324821,84.14344555288532,5.555283795553589
24,8,5,3,0.16652199526753841,86.40925082837806,5.618654891324821,78.44781116394456,5.412647502661873
25,3,0.1,1,0.38990819865693654,27.362362267736287,5.040003428390816,25.216313213847606,4.994819636851929
25,3,0.1,3,0.38990819865693654,27.362362267736287,5.040003428390816,23.647576166592575,4.915686028273473
25,3,1,1,0.3168200289511942,26.138706250911078,4.839723962153766,24.73970481855192,4.990555733020228
25,3,1,3,0.3168200289511942,26.138706250911078,4.839723962153766,24.60067627388505,5.42435986573312
25,3,5,1,0,35.57595840354468,4.693194965731744,34.24955642531913,4.654785407047768
25,3,5,3,0,35.57595840354468,4.693194965731744,32.88222933740457,4.586470827145759
25,5,0.1,1,0.28622344347623774,41.53958248346923,5.363659848009261,44.87655212623687,5.430107323358682
25,5,0.1,3,0.28622344347623774,41.53958248346923,5.363659848009261,43.33256330532761,5.4025295813436305
25,5,1,1,0.33519417249624367,46.675762721216536,5.090762823106679,42.32255467942566,5.050108414268442
25,5,1,3,0.33519417249624367,46.675762721216536,5.090762823106679,34.71389274092908,5.173996594019962
25,5,5,1,0.12002915180347709,54.8683239297355,5.227262813541477,50.793708703009,5.052710080579178
25,5,5,3,0.12002915180347709,54.8683239297355,5.227262813541477,48.43225997103416,4.9876338996974825
25,8,0.1,1,0.3294662739433013,65.6520735577651,5.676206368650942,64.1520851688291,5.646878625554718
25,8,0.1,3,0.3294662739433013,65.6520735577651,5.676206368650942,60.96499145433396,5.54729563463852
25,8,1,1,0.33069809977599657,67.57801168994267,5.491807895045534,65.6327739103251,5.467157242266933
25,8,1,3,0.33069809977599657,67.57801168994267,5.491807895045534,62.06327397599969,5.376500987083701
25,8,5,1,0.198975740183163,80.93819859553888,5.581720598070328,76.85496249753228,5.438892074934278
25,8,5,3,0.198975740183163,80.93819859553888,5.581720598070328,71.32904143778313,5.323265110865387
26,3,0.1,1,0.24630231355091403,24.85036965368788,4.880324164541468,23.96060026898183,4.906265810592953
26,3,0.1,3,0.24630231355091403,24.85036965368788,4.880324164541468,20.328148629787357,5.945636922054112
26,3,1,1,0.23462714291077796,27.269901691676065,4.82928557013608,29.697614888238952,4.977322604143975
26,3,1,3,0.23462714291077796,27.269901691676065,4.82928557013608,27.000732293610067,4.8316756782078505
26,3,5,1,0,34.57391130250153,4.616961488143355,34.07549363496643,4.597737615888034
26,3,5,3,0,34.57391130250153,4.616961488143355,32.78911318597732,4.553286178001101
26,5,0.1,1,0.30270200692020405,41.197246440417366,5.409827028931866,39.90913024045089,5.335789677554937
26,5,0.1,3,0.30270200692020405,41.197246440417366,5.409827028931866,35.5537234935752,5.195150544886938
26,5,1,1,0.2999197884340003,43.42025932003031,5.044645966731362,42.05250528809578,5.0106868018893405
26,5,1,3,0.2999197884340003,43.42025932003031,5.044645966731362,38.28681984836824,4.9024031984643806
26,5,5,1,0.09728543574414415,56.634666011534506,5.297716343330995,54.361207353000026,5.211484926910495
26,5,5,3,0.09728543574414415,56.634666011534506,5.297716343330995,50.26639761001293,5.0261459422240495
26,8,0.1,1,0.20547513988460114,70.21914528359352,5.522080486648352,69.17492421495203,5.489436032358778
26,8,0.1,3,0.20547513988460114,70.21914528359352,5.522080486648352,67.62142374850507,5.403123457852695
26,8,1,1,0.2037623063471531,71.93133926715433,5.519212730875404,70.87908274117294,5.47487603896838
26,8,1,3,0.2037623063471531,71.93133926715433,5.519212730875404,68.63816247925055,5.410750166088816
26,8,5,1,0.21716824606612586,73.39513611718779,5.4818561238343895,72.29193203846063,5.445495346957763
26,8,5,3,0.21716824606612586,73.39513611718779,5.4818561238343895,70.10779949228976,5.389700021570364
27,3,0.1,1,0.5305030291068225,18.80671917294971,5.929107757794312,17.20590648415512,6.012881879366249
27,3,0.1,3,0.5305030291068225,18.80671917294971,5.929107757794312,17.14788321633449,8.61920220655422
27,3,1,1,0.3120514465320443,24.53677822824933,4.8715718341833405,26.91811858131527,5.184571951072053
27,3,1,3,0.3120514465320443,24.53677822824933,4.8715718341833405,22.923759791308978,4.8528772138734855
27,3,5,1,0.06715776048737318,32.37029795602528,4.575750321282081,31.153261067095375,4.514187100958563
27,3,5,3,0.06715776048737318,32.37029795602528,4.575750321282081,30.207132648690955,4.491895901889914
27,5,0.1,1,0.38992521970774224,44.31426824028141,5.202252378070173,41.96932407544087,5.13937417166873
27,5,0.1,3,0.38992521970774224,44.31426824028141,5.202252378070173,37.27668755171627,5.24802386051205
27,5,1,1,0.3782159393372092,46.231140815577334,5.091071524367483,43.72791048608103,5.060330982702316
27,5,1,3,0.3782159393372092,46.231140815577334,5.091071524367483,37.01943971778172,4.906338088107676
27,5,5,1,0.09870869054309359,51.306229693816846,5.267683899338761,49.49028913495394,5.167140512990581
27,5,5,3,0.09870869054309359,51.306229693816846,5.267683899338761,46.38245546041529,5.064249799584337
27,8,0.1,1,0.2786308447921662,70.01917099180218,5.477193851468397,67.72583934828532,5.4651297654843445
27,8,0.1,3,0.2786308447921662,70.01917099180218,5.477193851468397,64.78233873775874,5.3699524527963804
27,8,1,1,0.23078487869242212,67.5191185678662,5.372391901996522,64.856638376257,5.3529253976415365
27,8,1,3,0.23078487869242212,67.5191185678662,5.372391901996522,66.7438971218782,5.3078025949995595
27,8,5,1,0.11754006670168583,75.46041642178785,5.600288531562364,73.29229446336126,5.535274954879259
27,8,5,3,0.11754006670168583,75.46041642178785,5.600288531562364,68.75223279429608,5.392539852777998
28,3,0.1,1,0.21645229841917704,23.196529619681336,5.030264398909599,19.974742952148176,5.033415139204536
28,3,0.1,3,0.21645229841917704,23.196529619681336,5.030264398909599,17.912848357819044,5.570661689150387
28,3,1,1,0.2709590264214571,22.44249750476511,5.054330573259299,20.026191346806936,4.930696383400091
28,3,1,3,0.2709590264214571,22.44249750476511,5.054330573259299,19.49043495053036,6.049838378519505
28,3,5,1,0.11206016436568658,26.88794124016407,4.725019948957382,24.989034330958688,4.528651427906383
28,3,5,3,0.11206016436568658,26.88794124016407,4.725019948957382,23.017111585224132,4.292663228160247
28,5,0.1,1,0.33521816611014243,43.17841671035969,5.178849185192548,39.91583707444013,5.185212868059063
28,5,0.1,3,0.33521816611014243,43.17841671035969,5.178849185192548,34.66420686100562,4.999470637050349
28,5,1,1,0.32104185071739233,48.657839122482784,5.077315726525816,44.581451458326946,5.014645442982021
28,5,1,3,0.32104185071739233,48.657839122482784,5.077315726525816,36.07878737112597,4.8899175723042525
28,5,5,1,0.08108225667664522,56.36862532230169,5.326015147099765,54.90176048797628,5.269676456931764
28,5,5,3,0.08108225667664522,56.36862532230169,5.326015147099765,51.2351079966032,5.093388966192621
28,8,0.1,1,0.2751139429194392,67.61605929579515,5.445699334372537,64.9187839905662,5.399307730692121
28,8,0.1,3,0.2751139429194392,67.61605929579515,5.445699334372537,61.01002429106028,5.346392066691264
28,8,1,1,0.23851385314003232,68.11784767683878,5.402221879724294,66.17861218313516,5.398055630450885
28,8,1,3,0.23851385314003232,68.11784767683878,5.402221879724294,62.778252807260465,5.356385768755663
28,8,5,1,0.13837391371494312,79.92547206540578,5.514084787862675,76.10894251713987,5.38925859315223
28,8,5,3,0.13837391371494312,79.92547206540578,5.514084787862675,72.38572439627555,5.33544185618239
29,3,0.1,1,0.5008162237672672,19.532152229799646,5.494594351702347,17.680034652931127,6.576534062597983
29,3,0.1,3,0.5008162237672672,19.532152229799646,5.494594351702347,13.725530766569959,7.710181754435496
29,3,1,1,0.4558141993317622,27.786030961018632,5.264414294285728,26.7391876980495,5.588929916486123
29,3,1,3,0.4558141993317622,27.786030961018632,5.264414294285728,20.347715771920736,5.929409542703678
29,3,5,1,0,27.234351598578492,4.540197585247844,26.711299185072434,4.5048295624073145
29,3,5,3,0,27.234351598578492,4.540197585247844,25.016253466339958,4.391095534786356
29,5,0.1,1,0.18490518218209046,38.32338255441629,5.109677164291608,36.95599333779675,5.088627901970357
29,5,0.1,3,0.18490518218209046,38.32338255441629,5.109677164291608,36.253056165435304,5.4428106140802965
29,5,1,1,0.24805857530648653,40.708864464652564,5.049648377773002,38.180270479686065,4.997482811355338
29,5,1,3,0.24805857530648653,40.708864464652564,5.049648377773002,42.26893290246717,5.264739886821761
29,5,5,1,0.06224360719343497,50.61214721074052,5.243601946160171,55.31251740793874,5.617180060591282
29,5,5,3,0.06224360719343497,50.61214721074052,5.243601946160171,50.826933425639645,5.245896541124343
29,8,0.1,1,0.2481120731619636,65.54549883261164,5.487508253159083,64.42112368346282,5.449978909895668
29,8,0.1,3,0.2481120731619636,65.54549883261164,5.487508253159083,61.84736045549837,5.380015851129094
29,8,1,1,0.15598306058246061,70.86000470065545,5.392925934531767,69.89154476718531,5.363022452674609
29,8,1,3,0.15598306058246061,70.86000470065545,5.392925934531767,67.9059610058133,5.30664736219156
29,8,5,1,0.07690595461547348,81.84992193645499,5.424657653847395,80.74524622933882,5.413570141382211
29,8,5,3,0.07690595461547348,81.84992193645499,5.424657653847395,78.68268150031676,5.394729068098423
